id,week_of_outbreak,state_ut,district,disease,cases,deaths,day,month,year,latitude,longitude,precipitation,lai,temp,disease_category,death_rate
4758,24th week,Assam,Dibrugarh,Acute Diarrhoeal Disease,68.0,2,6,6,2014,27.4844597,94.9019447,0.213873255,11.0,303.0333334,Diarrheal Diseases,0.028985507246376812
4759,24th week,Assam,Jorhat,Acute Diarrhoeal Disease,40.0,2,9,6,2014,26.7577925,94.2079645,0.473548521,7.0,302.68,Diarrheal Diseases,0.04878048780487805
4760,24th week,Bihar,Gaya,Acute Diarrhoeal Disease,55.0,1,4,6,2014,24.7964355,85.0079563,0.028139891,8.0,306.872,Diarrheal Diseases,0.017857142857142856
4761,24th week,Bihar,Gaya,Acute Diarrhoeal Disease,35.0,0,7,6,2014,24.7964355,85.0079563,0.018561411,8.0,310.1866666,Diarrheal Diseases,0.0
4762,24th week,Gujarat,Gandhinagar,Acute Diarrhoeal Disease,13.0,1,8,6,2014,23.2232877,72.6492267,0.001970393,4.0,315.99,Diarrheal Diseases,0.07142857142857142
4763,24th week,Madhya Pradesh,Agar Malwa,Acute Diarrhoeal Disease,23.0,1,12,6,2014,23.9342963,76.14523314,0.002868922,3.0,319.9466666,Diarrheal Diseases,0.041666666666666664
4764,24th week,Maharashtra,Gadchiroli,Malaria,60.0,3,13,6,2014,19.75907035,80.16228073,0.022876249,9.0,313.9333334,Malaria,0.04918032786885246
4765,24th week,Maharashtra,Nagpur,Acute Diarrhoeal Disease,14.0,1,1,6,2014,21.1498134,79.0820556,0.000529842,3.0,320.46,Diarrheal Diseases,0.06666666666666667
4766,24th week,Maharashtra,Sangli,Chikungunya,32.0,1,11,6,2014,17.1726928,74.58676543,0.219341197,8.0,307.445,Chikungunya,0.030303030303030304
4767,24th week,Maharashtra,Satara,Acute Diarrhoeal Disease,11.0,1,7,6,2014,17.63612885,74.29827808,0.348563435,5.0,311.045,Diarrheal Diseases,0.08333333333333333
4768,24th week,Maharashtra,Yavatmal,Acute Diarrhoeal Disease,13.0,1,27,5,2014,20.32570375,78.11691397,0.00203953,3.0,320.14,Diarrheal Diseases,0.07142857142857142
4769,24th week,West Bengal,Jalpaiguri,Acute Diarrhoeal Disease,87.0,1,10,6,2014,26.4733048,88.67886686,4.066443031,19.5,287.64,Diarrheal Diseases,0.011363636363636364
4770,24th week,Meghalaya,West Khasi Hills,Acute Diarrhoeal Disease,173.0,3,15,5,2014,25.58173695,91.28910306,0.689646158,30.0,301.7866666,Diarrheal Diseases,0.017241379310344827
4771,24th week,Tripura,Dhalai District,Malaria,828.0,24,25,5,2014,23.9551603,91.8252174,0.072308901,9.0,301.135,Malaria,0.028950542822677925
4772,24th week,West Bengal,Malda,Acute Encephalitis Syndrome,69.0,31,5,6,2014,25.0057449,88.1398483,0.42971349,9.0,302.812,Encephalitis,0.44285714285714284
4773,25th week,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,19.0,1,16,6,2014,13.1601048,79.15555062,0.103473636,13.0,309.17,Diarrheal Diseases,0.05
4774,25th week,Telangana,Mahabubnagar,Chikungunya,28.0,1,14,6,2014,16.69656855,77.95911462,0.065727532,4.0,315.5,Chikungunya,0.034482758620689655
4775,25th week,Bihar,Lakhisarai,Acute Diarrhoeal Disease,31.0,0,16,6,2014,25.1677029,86.05935924,0.098229195,7.0,304.764,Diarrheal Diseases,0.0
4776,25th week,Karnataka,Bijapur,Dengue,17.0,0,12,6,2014,16.8269911,75.7175387,0.132027631,3.0,309.096,Dengue,0.0
4777,25th week,Karnataka,Tumkur,Acute Diarrhoeal Disease,31.0,1,16,6,2014,13.3400771,77.1006208,0.182194408,7.0,303.7533334,Diarrheal Diseases,0.03125
4778,25th week,Odisha,Ganjam,Acute Diarrhoeal Disease,22.0,0,7,6,2014,19.4129711,85.04710406,0.225489454,8.0,303.2133334,Diarrheal Diseases,0.0
4779,25th week,Tamil Nadu,Coimbatore,Acute Diarrhoeal Disease,44.0,0,16,6,2014,11.0600516,77.0679581,0.05156634,9.0,310.7666666,Diarrheal Diseases,0.0
4780,25th week,Tamil Nadu,Kancheepuram,Acute Diarrhoeal Disease,30.0,0,20,6,2014,12.87960515,79.70427615,0.03716732,7.0,310.9533334,Diarrheal Diseases,0.0
4781,25th week,Tamil Nadu,Namakkal,Acute Diarrhoeal Disease,64.0,0,19,6,2014,11.28422485,78.16615284,0.025872364,5.0,311.83,Diarrheal Diseases,0.0
4782,25th week,Tamil Nadu,Theni,Chikungunya,66.0,0,11,6,2014,9.9696643,77.47420049,0.074690713,7.0,312.1533334,Chikungunya,0.0
4783,25th week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,15.0,1,16,6,2012,25.1265777,83.24965577,5.87e-05,6.0,313.34,Diarrheal Diseases,0.0625
4784,25th week,Karnataka,Kolar,Dengue,15.0,1,29,5,2014,13.1367201,78.1337246,0.247025253,7.0,309.26,Dengue,0.0625
4785,25th week,Tripura,Dhalai,Malaria,4582.0,44,25,5,2014,23.8253158,91.97322267,0.133860361,41.0,301.385,Malaria,0.009600698232598735
4786,25th week,West Bengal,Malda,Acute Encephalitis Syndrome,73.0,35,5,6,2014,25.0057449,88.1398483,0.42971349,9.0,302.812,Encephalitis,0.47297297297297297
4787,26th week,Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,12.0,0,27,6,2014,14.6546235,77.55625984,0.006856511,3.0,307.905,Diarrheal Diseases,0.0
4788,26th week,Chhattisgarh,Dhamtari,Acute Diarrhoeal Disease,87.0,0,24,6,2014,20.7084545,81.5481305,1.069202183,9.0,309.74,Diarrheal Diseases,0.0
4789,26th week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,33.0,1,28,6,2014,22.5,83.5,0.356656481,11.0,305.25,Diarrheal Diseases,0.029411764705882353
4790,26th week,Gujarat,Vadodara,Acute Diarrhoeal Disease,50.0,0,26,6,2014,22.2973142,73.1942567,0.017819312,4.0,309.22,Diarrheal Diseases,0.0
4791,26th week,Karnataka,Mysore,Chikungunya,15.0,0,23,6,2014,12.3051828,76.6553609,0.178612089,7.0,303.09333330000004,Chikungunya,0.0
4792,26th week,Karnataka,Tumkur,Chikungunya,20.0,1,20,6,2014,13.3400771,77.1006208,0.11897384,6.0,303.5733334,Chikungunya,0.047619047619047616
4793,26th week,Karnataka,Udupi,Dengue,10.0,0,19,6,2014,13.3419169,74.7473232,1.943347978,13.0,301.92,Dengue,0.0
4794,26th week,Lakshadweep,Lakshadweep,Dengue,14.0,1,23,6,2014,10.8132489,73.68046209,0.225489454,13.0,303.3241667,Dengue,0.06666666666666667
4795,26th week,Madhya Pradesh,Mandla,Malaria,15.0,2,23,6,2014,22.68536625,80.58150562,0.58745568,10.0,306.87,Malaria,0.125
4796,26th week,Maharashtra,Aurangabad,Acute Diarrhoeal Disease,78.0,1,22,6,2014,19.877263,75.3390241,0.073266416,2.0,311.8,Diarrheal Diseases,0.012658227848101266
4797,26th week,Maharashtra,Yavatmal,Acute Diarrhoeal Disease,29.0,2,18,6,2014,20.32570375,78.11691397,0.049088607,3.0,317.33,Diarrheal Diseases,0.06666666666666667
4798,26th week,Maharashtra,Beed,Dengue,21.0,1,18,6,2014,18.9918442,75.909784,0.050144266,3.0,316.775,Dengue,0.045454545454545456
4799,26th week,Odisha,Balasore,Acute Diarrhoeal Disease,17.0,2,23,6,2014,21.5002888,86.9202627,1.765970552,4.0,308.82,Diarrheal Diseases,0.1111111111111111
4800,26th week,Tamil Nadu,Coimbatore,Acute Diarrhoeal Disease,17.0,0,24,6,2014,11.0600516,77.0679581,0.091806704,6.0,309.07,Diarrheal Diseases,0.0
4801,26th week,Uttarakhand,Pithoragarh,Acute Diarrhoeal Disease,45.0,0,23,6,2014,29.585871,80.215167,1.768520064,26.0,294.4866666,Diarrheal Diseases,0.0
4802,26th week,West Bengal,Dakshin Dinajpur,Acute Encephalitis Syndrome,16.0,1,23,6,2014,25.38703085,88.50471505,1.010059671,5.0,305.98,Encephalitis,0.058823529411764705
4803,26th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,38.0,0,23,6,2014,23.2495714,87.8681751,2.021732673,3.0,309.88,Diarrheal Diseases,0.0
4804,26th week,Bihar,Lakhisarai,Acute Diarrhoeal Disease,31.0,0,16,6,2014,25.1677029,86.05935924,0.098229195,7.0,304.764,Diarrheal Diseases,0.0
4805,26th week,Karnataka,Tumkur,Chikungunya,25.0,1,16,6,2014,13.3400771,77.1006208,0.182194408,7.0,303.7533334,Chikungunya,0.038461538461538464
4806,26th week,Karnataka,Tumkur,Dengue,20.0,1,12,6,2014,13.3400771,77.1006208,0.221951564,7.0,304.06,Dengue,0.047619047619047616
4807,26th week,Maharashtra,Gadchiroli,Malaria,11.0,1,16,6,2014,19.75907035,80.16228073,0.055439789,9.0,316.4733334,Malaria,0.08333333333333333
4808,27th week,Telangana,Khammam,Acute Diarrhoeal Disease,17.0,0,2,7,2014,17.5,80.333333,0.336802545,8.0,314.12,Diarrheal Diseases,0.0
4809,27th week,Telangana,Mahabubnagar,Acute Diarrhoeal Disease,21.0,1,29,6,2014,16.69656855,77.95911462,0.130587894,4.0,311.9666666,Diarrheal Diseases,0.045454545454545456
4810,27th week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,16.0,0,1,7,2014,22.0090841,82.578896,0.214743469,13.0,305.1466666,Diarrheal Diseases,0.0
4811,27th week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,23.0,1,30,6,2014,22.5,83.5,0.520114349,11.0,306.2866666,Diarrheal Diseases,0.041666666666666664
4812,27th week,Gujarat,Mahesana,Acute Diarrhoeal Disease,28.0,0,5,7,2014,23.6015557,72.3867981,0.042021527,4.0,311.95,Diarrheal Diseases,0.0
4813,27th week,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,39.0,1,30,6,2014,31.6723392,76.95331691,0.317819984,18.0,299.544,Diarrheal Diseases,0.025
4814,27th week,Maharashtra,Aurangabad,Acute Diarrhoeal Disease,78.0,1,3,7,2014,19.877263,75.3390241,0.017209834,3.5,314.9133334,Diarrheal Diseases,0.012658227848101266
4815,27th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,36.0,0,4,7,2014,21.825599,75.614182,0.012039436,4.0,312.485,Diarrheal Diseases,0.0
4816,27th week,Tamil Nadu,Theni,Acute Diarrhoeal Disease,10.0,0,2,7,2014,9.9696643,77.47420049,0.067285758,6.0,314.3133334,Diarrheal Diseases,0.0
4817,27th week,Tamil Nadu,Tiruchirappalli,Chikungunya,19.0,0,2,7,2014,10.7992254,78.6811423,0.167235703,6.0,314.4,Chikungunya,0.0
4818,27th week,Tamil Nadu,Virudhunagar,Chikungunya,15.0,0,3,7,2014,9.5208936,77.8784564,0.082711134,5.0,318.14,Chikungunya,0.0
4819,27th week,Uttar Pradesh,Bareilly,Acute Diarrhoeal Disease,11.0,3,30,6,2014,28.416667,79.383333,0.102765619,6.0,306.64,Diarrheal Diseases,0.25
4820,27th week,Uttarakhand,Pithoragarh,Acute Diarrhoeal Disease,60.0,0,1,7,2014,29.585871,80.215167,0.371166069,26.0,296.05,Diarrheal Diseases,0.0
4821,27th week,West Bengal,Bankura,Acute Diarrhoeal Disease,23.0,0,3,7,2014,23.13195425,87.2073972,1.918596591,6.0,301.56,Diarrheal Diseases,0.0
4822,27th week,West Bengal,Bankura,Acute Diarrhoeal Disease,30.0,0,6,7,2014,23.13195425,87.2073972,2.889535615,10.0,301.56,Diarrheal Diseases,0.0
4823,27th week,West Bengal,Nadia,Acute Diarrhoeal Disease,69.0,0,2,7,2014,23.48454125,88.55676307,1.137506672,8.0,301.12,Diarrheal Diseases,0.0
4824,27th week,Assam,Golaghat,Malaria,11.0,2,11,6,2014,26.40490095,94.03209112,0.388535142,25.0,308.4,Malaria,0.16666666666666666
4825,27th week,Madhya Pradesh,Betul,Dengue,6.0,1,27,6,2014,21.8796162,77.87568125,0.010955589,8.0,307.06,Dengue,0.14285714285714285
4826,27th week,Odisha,Ganjam,Acute Diarrhoeal Disease,15.0,0,28,6,2014,19.4129711,85.04710406,0.225489454,4.0,304.7816667,Diarrheal Diseases,0.0
4827,27th week,Odisha,Ganjam,Acute Diarrhoeal Disease,28.0,0,20,6,2014,19.4129711,85.04710406,0.225489454,2.0,310.55,Diarrheal Diseases,0.0
4828,27th week,West Bengal,Balurghat,Acute Encephalitis Syndrome,17.0,1,23,6,2014,25.2634866,88.78900294,1.055040469,6.0,293.772,Encephalitis,0.05555555555555555
4829,27th week,Lakshadweep,Kavaratti Island,Dengue,19.0,1,30,6,2014,10.55905,72.6365688,0.225489454,8.0,303.3241667,Dengue,0.05
4830,27th week,Tripura,Dhalai,Malaria,9117.0,60,25,5,2014,23.8253158,91.97322267,0.133860361,41.0,301.385,Malaria,0.006580390436499232
4831,28th week,Assam,Kamrup,Acute Diarrhoeal Disease,104.0,1,11,7,2014,26.12755515,91.29987148,1.111815146,10.0,301.37,Diarrheal Diseases,0.009523809523809525
4832,28th week,Karnataka,Gadag,Dengue,39.0,0,8,7,2014,15.4206667,75.6225644,0.868417483,3.0,312.48,Dengue,0.0
4833,28th week,Karnataka,Koppal,Chikungunya,24.0,0,9,7,2014,15.3484144,76.1547421,0.789395696,3.0,302.16,Chikungunya,0.0
4834,28th week,Karnataka,Chikkaballapur,Dengue,54.0,1,6,7,2014,13.6102243,77.5127721,0.258432822,3.0,309.56,Dengue,0.01818181818181818
4835,28th week,Karnataka,Tumkur,Dengue,18.0,1,5,7,2014,13.3400771,77.1006208,0.119700309,4.0,303.316,Dengue,0.05263157894736842
4836,28th week,Maharashtra,Dhule,Acute Diarrhoeal Disease,14.0,1,8,7,2014,21.13170235,74.48990147,0.021432926,4.0,310.12,Diarrheal Diseases,0.06666666666666667
4837,28th week,Madhya Pradesh,Neemuch,Acute Diarrhoeal Disease,50.0,0,7,7,2014,24.6301735,75.18310518,0.001706141,4.0,309.42,Diarrheal Diseases,0.0
4838,28th week,Rajasthan,Bikaner,Acute Diarrhoeal Disease,27.0,1,13,7,2014,28.0159286,73.3171367,0.000658814,2.0,320.9866666,Diarrheal Diseases,0.03571428571428571
4839,28th week,Rajasthan,Bikaner,Acute Diarrhoeal Disease,17.0,1,5,7,2014,28.0159286,73.3171367,0.001665963,2.0,308.056,Diarrheal Diseases,0.05555555555555555
4840,28th week,Tamil Nadu,Coimbatore,Acute Diarrhoeal Disease,15.0,0,13,7,2014,11.0600516,77.0679581,0.500289711,6.0,311.04,Diarrheal Diseases,0.0
4841,28th week,Tamil Nadu,Thiruvannamalai,Dengue,12.0,0,13,7,2014,9.539867,77.6197904,0.043750642,4.0,312.5133334,Dengue,0.0
4842,28th week,Assam,Golaghat,Acute Encephalitis Syndrome,33.0,3,8,3,2014,26.40490095,94.03209112,0.017843881,25.0,298.825,Encephalitis,0.08823529411764706
4843,28th week,Assam,Lakhimpur,Malaria,97.0,2,11,6,2014,27.0827158,93.9978423,1.547335667,18.0,300.8533334,Malaria,0.02040816326530612
4844,28th week,Gujarat,Bharuch,Acute Diarrhoeal Disease,101.0,0,24,6,2014,21.75,73.0,0.092581896,7.0,307.32,Diarrheal Diseases,0.0
4845,28th week,Lakshadweep,Kavaratti Island,Dengue,29.0,1,30,6,2014,10.55905,72.6365688,0.225489454,8.0,303.3241667,Dengue,0.03333333333333333
4846,28th week,Tripura,Dhalai,Malaria,8650.0,68,25,5,2014,23.8253158,91.97322267,0.133860361,41.0,301.385,Malaria,0.007860362963819211
4847,28th week,West Bengal,Dakshin Dinajpur,Acute Encephalitis Syndrome,28.0,2,23,6,2014,25.38703085,88.50471505,1.010059671,5.0,305.98,Encephalitis,0.06896551724137931
4848,29th week,Arunachal Pradesh,Papum Pare,Acute Encephalitis Syndrome,5.0,3,10,7,2014,27.28636665,93.6187716,1.772725267,5.0,291.64,Encephalitis,0.5
4849,29th week,Assam,Udalguri,Acute Encephalitis Syndrome,14.0,4,14,7,2014,26.77253155,92.10641749,0.669363155,7.0,295.34,Encephalitis,0.26666666666666666
4850,29th week,Bihar,Lakhisarai,Acute Diarrhoeal Disease,22.0,0,14,7,2014,25.1677029,86.05935924,0.459026538,7.0,302.23,Diarrheal Diseases,0.0
4851,29th week,Bihar,Munger,Acute Diarrhoeal Disease,39.0,0,10,7,2014,25.22081165,86.51720367,0.586420572,2.0,302.42,Diarrheal Diseases,0.0
4852,29th week,Chhattisgarh,Dhamtari,Acute Diarrhoeal Disease,84.0,0,14,7,2014,20.7084545,81.5481305,1.122768677,0.0,307.2,Diarrheal Diseases,0.0
4853,29th week,Gujarat,Ahmedabad,Acute Diarrhoeal Disease,37.0,0,10,7,2014,23.0216238,72.5797068,0.005188416,4.0,308.764,Diarrheal Diseases,0.0
4854,29th week,Gujarat,Dahod,Acute Encephalitis Syndrome,9.0,3,19,7,2014,22.8358542,74.2556782,1.225144503,2.5,303.82,Encephalitis,0.3
4855,29th week,Gujarat,Kheda,Acute Diarrhoeal Disease,31.0,1,15,7,2014,22.75,72.833333,0.071874237,1.0,315.94,Diarrheal Diseases,0.03125
4856,29th week,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,16.0,1,11,7,2014,31.6723392,76.95331691,0.242984163,20.5,298.1366666,Diarrheal Diseases,0.058823529411764705
4857,29th week,Karnataka,Ballari,Acute Diarrhoeal Disease,31.0,0,15,7,2014,15.2485413,76.8323648,0.292029491,2.0,307.32500000000005,Diarrheal Diseases,0.0
4858,29th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,47.0,0,18,7,2014,21.825599,75.614182,1.603187757,2.0,302.71000000000004,Diarrheal Diseases,0.0
4859,29th week,Maharashtra,Beed,Dengue,34.0,1,17,7,2014,18.9918442,75.909784,0.446390722,2.0,310.28,Dengue,0.02857142857142857
4860,29th week,Maharashtra,Beed,Acute Diarrhoeal Disease,67.0,1,10,7,2014,18.9918442,75.909784,0.466085986,2.0,310.28,Diarrheal Diseases,0.014705882352941176
4861,29th week,Maharashtra,Osmanabad,Acute Diarrhoeal Disease,37.0,1,14,7,2014,18.16984395,76.11796321,1.296024763,2.0,305.51,Diarrheal Diseases,0.02631578947368421
4862,29th week,Maharashtra,Yavatmal,Acute Diarrhoeal Disease,13.0,1,13,7,2014,20.32570375,78.11691397,0.62031457,4.0,302.53,Diarrheal Diseases,0.07142857142857142
4863,29th week,Odisha,Mayurbhanj,Acute Diarrhoeal Disease,22.0,1,12,7,2014,21.75,86.5,1.183433548,6.0,300.205,Diarrheal Diseases,0.043478260869565216
4864,29th week,Uttarakhand,Uttarkashi,Acute Encephalitis Syndrome,3.0,2,12,7,2014,30.7291049,78.4403495,0.321238118,22.5,301.77,Encephalitis,0.5
4865,29th week,Assam,Dibrugarh,Acute Encephalitis Syndrome,43.0,9,4,7,2014,27.4844597,94.9019447,0.773578551,3.0,279.84,Encephalitis,0.20454545454545456
4866,29th week,Assam,Lakhimpur,Acute Encephalitis Syndrome,41.0,3,4,1,2014,27.0827158,93.9978423,0.0840124,31.0,293.312,Encephalitis,0.07142857142857142
4867,29th week,Karnataka,Tumkur,Dengue,33.0,1,4,7,2014,13.3400771,77.1006208,0.074160656,5.0,303.316,Dengue,0.029411764705882353
4868,29th week,West Bengal,Bankura,Acute Diarrhoeal Disease,23.0,0,3,7,2014,23.13195425,87.2073972,1.918596591,6.0,301.56,Diarrheal Diseases,0.0
4869,29th week,West Bengal,Dakshin Dinajpur,Acute Encephalitis Syndrome,28.0,2,23,6,2014,25.38703085,88.50471505,1.010059671,5.0,305.98,Encephalitis,0.06896551724137931
4870,30th week,Gujarat,Mahesana,Acute Diarrhoeal Disease,44.0,0,24,7,2014,23.6015557,72.3867981,1.166922086,3.0,311.22,Diarrheal Diseases,0.0
4871,30th week,Karnataka,Udupi,Acute Diarrhoeal Disease,15.0,0,19,7,2014,13.3419169,74.7473232,4.06237796,6.0,299.1,Diarrheal Diseases,0.0
4872,30th week,Maharashtra,Osmanabad,Acute Diarrhoeal Disease,37.0,1,21,7,2014,18.16984395,76.11796321,0.487918539,4.0,308.48,Diarrheal Diseases,0.02631578947368421
4873,30th week,Odisha,Deogarh,Acute Diarrhoeal Disease,17.0,1,22,7,2014,21.5370786,84.7301184,1.787307927,3.0,303.3241667,Diarrheal Diseases,0.05555555555555555
4874,30th week,Odisha,Jharsuguda,Acute Diarrhoeal Disease,20.0,1,25,7,2014,21.87705125,84.00905064,1.712275361,5.0,303.3241667,Diarrheal Diseases,0.047619047619047616
4875,30th week,Odisha,Sambalpur,Acute Diarrhoeal Disease,11.0,0,21,7,2014,21.4706422,83.9836858,1.989194879,5.0,303.3241667,Diarrheal Diseases,0.0
4876,30th week,Punjab,Ludhiana,Cholera,63.0,3,22,7,2014,30.9090157,75.851601,0.225715969,10.0,304.5666666,Diarrheal Diseases,0.046875
4877,30th week,Punjab,Patiala,Cholera,28.0,2,27,7,2014,30.2090874,76.33987209,0.153862742,10.0,304.29,Diarrheal Diseases,0.06896551724137931
4878,30th week,Punjab,Hoshiarpur,Cholera,86.0,0,20,7,2014,31.60857425,75.84644247,0.510104395,12.0,305.85,Diarrheal Diseases,0.0
4879,30th week,Tamil Nadu,Thiruvallur,Acute Diarrhoeal Disease,13.0,0,23,7,2014,13.13014755,79.92435386,0.024282563,8.0,308.82,Diarrheal Diseases,0.0
4880,30th week,Tamil Nadu,Salem,Acute Diarrhoeal Disease,20.0,0,22,7,2014,11.0600516,77.0679581,0.072880429,6.0,302.7133334,Diarrheal Diseases,0.0
4881,30th week,Uttar Pradesh,Mirzapur,Acute Diarrhoeal Disease,12.0,2,21,7,2014,25.1010477,82.62574936,0.539593364,6.0,304.0733334,Diarrheal Diseases,0.15384615384615385
4882,30th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,107.0,0,22,7,2014,22.5760669,88.42006758,0.7040835,4.0,294.485,Diarrheal Diseases,0.0
4883,30th week,West Bengal,West Medinipur,Acute Diarrhoeal Disease,81.0,1,24,7,2014,22.2788943,87.92227864,0.423550491,3.0,301.9,Diarrheal Diseases,0.012195121951219513
4884,30th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,28.0,0,27,7,2014,22.5760669,88.42006758,0.564300759,9.0,294.485,Diarrheal Diseases,0.0
4885,30th week,West Bengal,Malda,Malaria,22.0,1,21,7,2014,25.0057449,88.1398483,0.635866852,10.0,299.64,Malaria,0.043478260869565216
4886,30th week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,82.0,1,27,7,2014,22.642931,88.8930579,0.572092282,8.0,300.66,Diarrheal Diseases,0.012048192771084338
4887,30th week,Assam,Kamrup,Acute Diarrhoeal Disease,104.0,1,11,7,2014,26.12755515,91.29987148,1.111815146,10.0,301.37,Diarrheal Diseases,0.009523809523809525
4888,30th week,Chhattisgarh,Dhamtari,Acute Diarrhoeal Disease,84.0,0,14,7,2014,20.7084545,81.5481305,1.122768677,0.0,307.2,Diarrheal Diseases,0.0
4889,30th week,Chhattisgarh,Mahasamund,Cholera,46.0,1,12,7,2014,21.1882332,82.48484762,0.233298802,5.0,302.1533334,Diarrheal Diseases,0.02127659574468085
4890,30th week,Karnataka,Mysore,Chikungunya,66.0,0,12,7,2014,12.3051828,76.6553609,1.221592079,9.0,303.3241667,Chikungunya,0.0
4891,30th week,Karnataka,Tumkur,Dengue,22.0,1,16,7,2014,13.3400771,77.1006208,0.500025819,5.0,304.28,Dengue,0.043478260869565216
4892,30th week,Karnataka,Tumkur,Chikungunya,40.0,1,9,7,2014,13.3400771,77.1006208,0.693797838,4.0,307.78,Chikungunya,0.024390243902439025
4893,30th week,Maharashtra,Beed,Dengue,34.0,1,17,7,2014,18.9918442,75.909784,0.446390722,2.0,310.28,Dengue,0.02857142857142857
4894,30th week,Maharashtra,Sangli,Chikungunya,26.0,1,8,7,2014,17.1726928,74.58676543,0.234625161,6.0,310.2,Chikungunya,0.037037037037037035
4895,30th week,Maharashtra,Sangli,Dengue,7.0,1,14,7,2014,17.1726928,74.58676543,0.697285099,3.0,301.94,Dengue,0.125
4896,30th week,Maharashtra,Sangli,Malaria,29.0,1,16,7,2014,17.1726928,74.58676543,0.556139055,3.0,301.94,Malaria,0.03333333333333333
4897,30th week,Madhya Pradesh,Hoshangabad,Malaria,42.0,1,15,7,2014,22.6001502,77.92664521,0.766057543,2.0,311.13,Malaria,0.023255813953488372
4898,30th week,Odisha,Puri,Acute Diarrhoeal Disease,12.0,0,17,7,2014,19.8076083,85.8252538,1.050874439,5.0,300.9,Diarrheal Diseases,0.0
4899,30th week,Odisha,Khordha,Cholera,10.0,1,10,7,2014,20.22564715,85.56059465,0.857374462,10.0,303.2,Diarrheal Diseases,0.09090909090909091
4900,30th week,Odisha,Ganjam,Acute Diarrhoeal Disease,20.0,1,18,7,2014,19.4129711,85.04710406,0.225489454,0.0,302.92,Diarrheal Diseases,0.047619047619047616
4901,30th week,Odisha,Ganjam,Acute Diarrhoeal Disease,15.0,0,13,7,2014,19.4129711,85.04710406,0.225489454,0.0,302.92,Diarrheal Diseases,0.0
4902,30th week,Tamil Nadu,Villupuram,Dengue,13.0,0,16,7,2014,11.9415377,79.4861469,0.066115031,10.0,304.91,Dengue,0.0
4903,30th week,West Bengal,Nadia,Acute Diarrhoeal Disease,56.0,0,7,7,2014,23.48454125,88.55676307,0.911443828,11.0,297.73,Diarrheal Diseases,0.0
4904,30th week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,135.0,1,18,7,2014,22.642931,88.8930579,0.714031617,8.0,302.46,Diarrheal Diseases,0.007352941176470588
4905,31st week,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,14.0,1,26,7,2014,13.1601048,79.15555062,0.037131511,8.0,304.98,Diarrheal Diseases,0.06666666666666667
4906,31st week,Andhra Pradesh,East Godavari,Acute Diarrhoeal Disease,110.0,0,30,7,2014,16.99842865,81.71561488,1.741450456,7.0,300.55,Diarrheal Diseases,0.0
4907,31st week,Telangana,Mahbubnagar,Acute Diarrhoeal Disease,51.0,0,30,7,2014,16.7434538,77.9923191,0.593005915,4.0,303.3241667,Diarrheal Diseases,0.0
